Date,Comments added
2020-01-01 12:40:00,349
2020-01-01 12:45:00,335
2020-01-01 12:50:00,912
2020-01-01 12:55:00,482
2020-01-01 13:00:00,781
2020-01-01 13:05:00,1434
2020-01-01 13:10:00,142
2020-01-01 13:15:00,1765
2020-01-01 13:20:00,1385
2020-01-01 13:25:00,718
2020-01-01 13:30:00,821
2020-01-01 13:35:00,2131
2020-01-01 13:40:00,505
2020-01-01 13:45:00,1141
2020-01-01 13:50:00,388
2020-01-01 13:55:00,2087
2020-01-01 14:00:00,1938
2020-01-01 14:05:00,1513
2020-01-01 14:10:00,1698
2020-01-01 14:15:00,2131
2020-01-01 14:20:00,2207
2020-01-01 14:25:00,2366
2020-01-01 14:30:00,576
2020-01-01 14:35:00,2617
2020-01-01 14:40:00,605
2020-01-01 14:45:00,2853
2020-01-01 14:50:00,362
2020-01-01 14:55:00,1409
2020-01-01 15:00:00,679
2020-01-01 15:05:00,3317
2020-01-01 15:10:00,2552
2020-01-01 15:15:00,276
2020-01-01 15:20:00,1130
2020-01-01 15:25:00,732
2020-01-01 15:30:00,2053
2020-01-01 15:35:00,1285
2020-01-01 15:40:00,820
2020-01-01 15:45:00,417
2020-01-01 15:50:00,1734
2020-01-01 15:55:00,1278
2020-01-01 16:00:00,2600
2020-01-01 16:05:00,2940
2020-01-01 16:10:00,2091
2020-01-01 16:15:00,1204
2020-01-01 16:20:00,2370
2020-01-01 16:25:00,532
2020-01-01 16:30:00,2155
2020-01-01 16:35:00,3975
2020-01-01 16:40:00,1032
2020-01-01 16:45:00,1573
2020-01-01 16:50:00,2445
2020-01-01 16:55:00,2093
2020-01-01 17:00:00,915
2020-01-01 17:05:00,1953
2020-01-01 17:10:00,942
2020-01-01 17:15:00,4098
2020-01-01 17:20:00,1795
2020-01-01 17:25:00,2453
2020-01-01 17:30:00,3247
2020-01-01 17:35:00,1343
2020-01-01 17:40:00,1345
2020-01-01 17:45:00,1868
2020-01-01 17:50:00,2656
2020-01-01 17:55:00,1507
2020-01-01 18:00:00,345
2020-01-01 18:05:00,2552
2020-01-01 18:10:00,3601
2020-01-01 18:15:00,2485
2020-01-01 18:20:00,1289
2020-01-01 18:25:00,465
2020-01-01 18:30:00,2757
2020-01-01 18:35:00,2058
2020-01-01 18:40:00,1666
2020-01-01 18:45:00,3416
2020-01-01 18:50:00,1442
2020-01-01 18:55:00,1965
2020-01-01 19:00:00,508
2020-01-01 19:05:00,1786
2020-01-01 19:10:00,836
2020-01-01 19:15:00,2109
2020-01-01 19:20:00,3671
2020-01-01 19:25:00,1977
2020-01-01 19:30:00,4172
2020-01-01 19:35:00,3881
2020-01-01 19:40:00,858
2020-01-01 19:45:00,3456
2020-01-01 19:50:00,3797
2020-01-01 19:55:00,1884
2020-01-01 20:00:00,1371
2020-01-01 20:05:00,1271
2020-01-01 20:10:00,3089
2020-01-01 20:15:00,2540
2020-01-01 20:20:00,3202
2020-01-01 20:25:00,2952
2020-01-01 20:30:00,567
2020-01-01 20:35:00,4130
2020-01-01 20:40:00,2035
2020-01-01 20:45:00,867
2020-01-01 20:50:00,1101
2020-01-01 20:55:00,1912
2020-01-01 21:00:00,1589
2020-01-01 21:05:00,1051
2020-01-01 21:10:00,3302
2020-01-01 21:15:00,3341
2020-01-01 21:20:00,2464
2020-01-01 21:25:00,1762
2020-01-01 21:30:00,1646
2020-01-01 21:35:00,750
2020-01-01 21:40:00,830
2020-01-01 21:45:00,1839
2020-01-01 21:50:00,2812
2020-01-01 21:55:00,1205
2020-01-01 22:00:00,994
2020-01-01 22:05:00,1068
2020-01-01 22:10:00,397
2020-01-01 22:15:00,3719
2020-01-01 22:20:00,2860
2020-01-01 22:25:00,2566
2020-01-01 22:30:00,2330
2020-01-01 22:35:00,780
2020-01-01 22:40:00,1003
2020-01-01 22:45:00,2182
2020-01-01 22:50:00,2946
2020-01-01 22:55:00,2055
2020-01-01 23:00:00,1401
2020-01-01 23:05:00,3921
2020-01-01 23:10:00,1417
2020-01-01 23:15:00,2921
2020-01-01 23:20:00,4062
2020-01-01 23:25:00,948
2020-01-01 23:30:00,752
2020-01-01 23:35:00,3875
2020-01-01 23:40:00,2128
2020-01-01 23:45:00,1805
2020-01-01 23:50:00,3634
2020-01-01 23:55:00,1763
2020-01-02 00:00:00,398
2020-01-02 00:05:00,98
2020-01-02 00:10:00,492
2020-01-02 00:15:00,334
2020-01-02 00:20:00,640
2020-01-02 00:25:00,818
2020-01-02 00:30:00,519
2020-01-02 00:35:00,211
2020-01-02 00:40:00,438
2020-01-02 00:45:00,107
2020-01-02 00:50:00,282
2020-01-02 00:55:00,1216
2020-01-02 01:00:00,103
2020-01-02 01:05:00,156
2020-01-02 01:10:00,253
2020-01-02 01:15:00,878
2020-01-02 01:20:00,779
2020-01-02 01:25:00,552
2020-01-02 01:30:00,1417
2020-01-02 01:35:00,217
2020-01-02 01:40:00,263
2020-01-02 01:45:00,577
2020-01-02 01:50:00,364
2020-01-02 01:55:00,554
2020-01-02 02:00:00,1292
2020-01-02 02:05:00,357
2020-01-02 02:10:00,567
2020-01-02 02:15:00,671
2020-01-02 02:20:00,262
2020-01-02 02:25:00,544
2020-01-02 02:30:00,340
2020-01-02 02:35:00,317
2020-01-02 02:40:00,734
2020-01-02 02:45:00,395
2020-01-02 02:50:00,998
2020-01-02 02:55:00,401
2020-01-02 03:00:00,1122
2020-01-02 03:05:00,245
2020-01-02 03:10:00,296
2020-01-02 03:15:00,550
2020-01-02 03:20:00,746
2020-01-02 03:25:00,788
2020-01-02 03:30:00,319
2020-01-02 03:35:00,299
2020-01-02 03:40:00,346
2020-01-02 03:45:00,512
2020-01-02 03:50:00,536
2020-01-02 03:55:00,221
2020-01-02 04:00:00,332
2020-01-02 04:05:00,402
2020-01-02 04:10:00,323
2020-01-02 04:15:00,995
2020-01-02 04:20:00,1009
2020-01-02 04:25:00,243
2020-01-02 04:30:00,567
2020-01-02 04:35:00,202
2020-01-02 04:40:00,789
2020-01-02 04:45:00,726
2020-01-02 04:50:00,855
2020-01-02 04:55:00,1489
2020-01-02 05:00:00,1065
2020-01-02 05:05:00,626
2020-01-02 05:10:00,239
2020-01-02 05:15:00,108
2020-01-02 05:20:00,340
2020-01-02 05:25:00,1170
2020-01-02 05:30:00,252
2020-01-02 05:35:00,1183
2020-01-02 05:40:00,1418
2020-01-02 05:45:00,132
2020-01-02 05:50:00,178
2020-01-02 05:55:00,483
2020-01-02 06:00:00,1183
2020-01-02 06:05:00,1437
2020-01-02 06:10:00,384
2020-01-02 06:15:00,228
2020-01-02 06:20:00,1526
2020-01-02 06:25:00,540
2020-01-02 06:30:00,226
2020-01-02 06:35:00,101
2020-01-02 06:40:00,1228
2020-01-02 06:45:00,185
2020-01-02 06:50:00,457
2020-01-02 06:55:00,1003
2020-01-02 07:00:00,662
2020-01-02 07:05:00,612
2020-01-02 07:10:00,1050
2020-01-02 07:15:00,244
2020-01-02 07:20:00,363
2020-01-02 07:25:00,322
2020-01-02 07:30:00,107
2020-01-02 07:35:00,95
2020-01-02 07:40:00,677
2020-01-02 07:45:00,591
2020-01-02 07:50:00,1393
2020-01-02 07:55:00,736
2020-01-02 08:00:00,760
2020-01-02 08:05:00,330
2020-01-02 08:10:00,267
2020-01-02 08:15:00,448
2020-01-02 08:20:00,293
2020-01-02 08:25:00,509
2020-01-02 08:30:00,1060
2020-01-02 08:35:00,515
2020-01-02 08:40:00,988
2020-01-02 08:45:00,1744
2020-01-02 08:50:00,1063
2020-01-02 08:55:00,893
2020-01-02 09:00:00,831
2020-01-02 09:05:00,269
2020-01-02 09:10:00,478
2020-01-02 09:15:00,1024
2020-01-02 09:20:00,302
2020-01-02 09:25:00,944
2020-01-02 09:30:00,399
2020-01-02 09:35:00,297
2020-01-02 09:40:00,297
2020-01-02 09:45:00,1392
2020-01-02 09:50:00,727
2020-01-02 09:55:00,181
2020-01-02 10:00:00,842
2020-01-02 10:05:00,573
2020-01-02 10:10:00,586
2020-01-02 10:15:00,818
2020-01-02 10:20:00,811
2020-01-02 10:25:00,921
2020-01-02 10:30:00,740
2020-01-02 10:35:00,1876
2020-01-02 10:40:00,339
2020-01-02 10:45:00,1199
2020-01-02 10:50:00,376
2020-01-02 10:55:00,131
2020-01-02 11:00:00,1909
2020-01-02 11:05:00,344
2020-01-02 11:10:00,711
2020-01-02 11:15:00,2244
2020-01-02 11:20:00,593
2020-01-02 11:25:00,1486
2020-01-02 11:30:00,585
2020-01-02 11:35:00,1577
2020-01-02 11:40:00,624
2020-01-02 11:45:00,695
2020-01-02 11:50:00,727
2020-01-02 11:55:00,961
2020-01-02 12:00:00,1290
2020-01-02 12:05:00,876
2020-01-02 12:10:00,834
2020-01-02 12:15:00,921
2020-01-02 12:20:00,527
2020-01-02 12:25:00,1300
2020-01-02 12:30:00,1494
2020-01-02 12:35:00,1297
2020-01-02 12:40:00,791
2020-01-02 12:45:00,947
2020-01-02 12:50:00,1767
2020-01-02 12:55:00,1029
2020-01-02 13:00:00,1997
2020-01-02 13:05:00,300
2020-01-02 13:10:00,1017
2020-01-02 13:15:00,1215
2020-01-02 13:20:00,896
2020-01-02 13:25:00,1240
2020-01-02 13:30:00,1057
2020-01-02 13:35:00,1861
2020-01-02 13:40:00,1464
2020-01-02 13:45:00,863
2020-01-02 13:50:00,537
2020-01-02 13:55:00,420
2020-01-02 14:00:00,2894
2020-01-02 14:05:00,731
2020-01-02 14:10:00,1882
2020-01-02 14:15:00,1078
2020-01-02 14:20:00,1416
2020-01-02 14:25:00,526
2020-01-02 14:30:00,1535
2020-01-02 14:35:00,818
2020-01-02 14:40:00,1035
2020-01-02 14:45:00,1309
2020-01-02 14:50:00,2091
2020-01-02 14:55:00,947
2020-01-02 15:00:00,1966
2020-01-02 15:05:00,2594
2020-01-02 15:10:00,1803
2020-01-02 15:15:00,1416
2020-01-02 15:20:00,417
2020-01-02 15:25:00,402
2020-01-02 15:30:00,1916
2020-01-02 15:35:00,1605
2020-01-02 15:40:00,1150
2020-01-02 15:45:00,1048
2020-01-02 15:50:00,1024
2020-01-02 15:55:00,594
2020-01-02 16:00:00,1012
2020-01-02 16:05:00,702
2020-01-02 16:10:00,2651
2020-01-02 16:15:00,1597
2020-01-02 16:20:00,2393
2020-01-02 16:25:00,2741
2020-01-02 16:30:00,1669
2020-01-02 16:35:00,900
2020-01-02 16:40:00,1391
2020-01-02 16:45:00,1169
2020-01-02 16:50:00,1414
2020-01-02 16:55:00,3237
2020-01-02 17:00:00,1287
2020-01-02 17:05:00,2402
2020-01-02 17:10:00,569
2020-01-02 17:15:00,2541
2020-01-02 17:20:00,747
2020-01-02 17:25:00,2427
2020-01-02 17:30:00,4416
2020-01-02 17:35:00,2198
2020-01-02 17:40:00,1004
2020-01-02 17:45:00,3654
2020-01-02 17:50:00,1020
2020-01-02 17:55:00,3044
2020-01-02 18:00:00,3025
2020-01-02 18:05:00,2077
2020-01-02 18:10:00,1873
2020-01-02 18:15:00,1471
2020-01-02 18:20:00,990
2020-01-02 18:25:00,3471
2020-01-02 18:30:00,3171
2020-01-02 18:35:00,2625
2020-01-02 18:40:00,1094
2020-01-02 18:45:00,510
2020-01-02 18:50:00,1569
2020-01-02 18:55:00,3660
2020-01-02 19:00:00,3123
2020-01-02 19:05:00,2846
2020-01-02 19:10:00,2897
2020-01-02 19:15:00,708
2020-01-02 19:20:00,3069
2020-01-02 19:25:00,811
2020-01-02 19:30:00,3590
2020-01-02 19:35:00,3009
2020-01-02 19:40:00,846
2020-01-02 19:45:00,2302
2020-01-02 19:50:00,1559
2020-01-02 19:55:00,1363
2020-01-02 20:00:00,611
2020-01-02 20:05:00,966
2020-01-02 20:10:00,2347
2020-01-02 20:15:00,2421
2020-01-02 20:20:00,1935
2020-01-02 20:25:00,2478
2020-01-02 20:30:00,3137
2020-01-02 20:35:00,3248
2020-01-02 20:40:00,1285
2020-01-02 20:45:00,5211
2020-01-02 20:50:00,1202
2020-01-02 20:55:00,3206
2020-01-02 21:00:00,1841
2020-01-02 21:05:00,3389
2020-01-02 21:10:00,3113
2020-01-02 21:15:00,641
2020-01-02 21:20:00,1980
2020-01-02 21:25:00,971
2020-01-02 21:30:00,2579
2020-01-02 21:35:00,565
2020-01-02 21:40:00,3158
2020-01-02 21:45:00,1884
2020-01-02 21:50:00,2772
2020-01-02 21:55:00,3097
2020-01-02 22:00:00,1436
2020-01-02 22:05:00,2375
2020-01-02 22:10:00,2549
2020-01-02 22:15:00,696
2020-01-02 22:20:00,1598
2020-01-02 22:25:00,1533
2020-01-02 22:30:00,2781
2020-01-02 22:35:00,1497
2020-01-02 22:40:00,939
2020-01-02 22:45:00,1662
2020-01-02 22:50:00,3524
2020-01-02 22:55:00,730
2020-01-02 23:00:00,2513
2020-01-02 23:05:00,223
2020-01-02 23:10:00,1033
2020-01-02 23:15:00,1292
2020-01-02 23:20:00,3863
2020-01-02 23:25:00,459
2020-01-02 23:30:00,2597
2020-01-02 23:35:00,587
2020-01-02 23:40:00,2583
2020-01-02 23:45:00,3942
2020-01-02 23:50:00,1823
2020-01-02 23:55:00,2277
2020-01-03 00:00:00,1383
2020-01-03 00:05:00,720
2020-01-03 00:10:00,382
2020-01-03 00:15:00,153
2020-01-03 00:20:00,202
2020-01-03 00:25:00,142
2020-01-03 00:30:00,726
2020-01-03 00:35:00,256
2020-01-03 00:40:00,118
2020-01-03 00:45:00,1441
2020-01-03 00:50:00,577
2020-01-03 00:55:00,407
2020-01-03 01:00:00,435
2020-01-03 01:05:00,971
2020-01-03 01:10:00,1100
2020-01-03 01:15:00,559
2020-01-03 01:20:00,835
2020-01-03 01:25:00,950
2020-01-03 01:30:00,573
2020-01-03 01:35:00,515
2020-01-03 01:40:00,492
2020-01-03 01:45:00,434
2020-01-03 01:50:00,1152
2020-01-03 01:55:00,138
2020-01-03 02:00:00,251
2020-01-03 02:05:00,447
2020-01-03 02:10:00,811
2020-01-03 02:15:00,378
2020-01-03 02:20:00,422
2020-01-03 02:25:00,261
2020-01-03 02:30:00,209
2020-01-03 02:35:00,379
2020-01-03 02:40:00,173
2020-01-03 02:45:00,126
2020-01-03 02:50:00,448
2020-01-03 02:55:00,581
2020-01-03 03:00:00,407
2020-01-03 03:05:00,840
2020-01-03 03:10:00,645
2020-01-03 03:15:00,420
2020-01-03 03:20:00,1159
2020-01-03 03:25:00,743
2020-01-03 03:30:00,739
2020-01-03 03:35:00,923
2020-01-03 03:40:00,1274
2020-01-03 03:45:00,374
2020-01-03 03:50:00,1293
2020-01-03 03:55:00,286
2020-01-03 04:00:00,1421
2020-01-03 04:05:00,202
2020-01-03 04:10:00,699
2020-01-03 04:15:00,300
2020-01-03 04:20:00,281
2020-01-03 04:25:00,242
2020-01-03 04:30:00,1019
2020-01-03 04:35:00,159
2020-01-03 04:40:00,299
2020-01-03 04:45:00,627
2020-01-03 04:50:00,775
2020-01-03 04:55:00,390
2020-01-03 05:00:00,887
2020-01-03 05:05:00,328
2020-01-03 05:10:00,785
2020-01-03 05:15:00,1125
2020-01-03 05:20:00,834
2020-01-03 05:25:00,537
2020-01-03 05:30:00,1046
2020-01-03 05:35:00,1005
2020-01-03 05:40:00,184
2020-01-03 05:45:00,129
2020-01-03 05:50:00,718
2020-01-03 05:55:00,1038
2020-01-03 06:00:00,496
2020-01-03 06:05:00,390
2020-01-03 06:10:00,1311
2020-01-03 06:15:00,1370
2020-01-03 06:20:00,1109
2020-01-03 06:25:00,1643
2020-01-03 06:30:00,890
2020-01-03 06:35:00,1023
2020-01-03 06:40:00,178
2020-01-03 06:45:00,710
2020-01-03 06:50:00,1191
2020-01-03 06:55:00,840
2020-01-03 07:00:00,1106
2020-01-03 07:05:00,284
2020-01-03 07:10:00,75
2020-01-03 07:15:00,778
2020-01-03 07:20:00,992
2020-01-03 07:25:00,560
2020-01-03 07:30:00,1714
2020-01-03 07:35:00,538
2020-01-03 07:40:00,1642
2020-01-03 07:45:00,456
2020-01-03 07:50:00,489
2020-01-03 07:55:00,361
2020-01-03 08:00:00,253
2020-01-03 08:05:00,748
2020-01-03 08:10:00,268
2020-01-03 08:15:00,923
2020-01-03 08:20:00,521
2020-01-03 08:25:00,924
2020-01-03 08:30:00,271
2020-01-03 08:35:00,495
2020-01-03 08:40:00,188
2020-01-03 08:45:00,261
2020-01-03 08:50:00,579
2020-01-03 08:55:00,1163
2020-01-03 09:00:00,825
2020-01-03 09:05:00,341
2020-01-03 09:10:00,315
2020-01-03 09:15:00,1813
2020-01-03 09:20:00,958
2020-01-03 09:25:00,374
2020-01-03 09:30:00,339
2020-01-03 09:35:00,713
2020-01-03 09:40:00,1059
2020-01-03 09:45:00,808
2020-01-03 09:50:00,398
2020-01-03 09:55:00,428
2020-01-03 10:00:00,536
2020-01-03 10:05:00,509
2020-01-03 10:10:00,640
2020-01-03 10:15:00,1551
2020-01-03 10:20:00,202
2020-01-03 10:25:00,1688
2020-01-03 10:30:00,1358
2020-01-03 10:35:00,500
2020-01-03 10:40:00,1042
2020-01-03 10:45:00,751
2020-01-03 10:50:00,769
2020-01-03 10:55:00,609
2020-01-03 11:00:00,612
2020-01-03 11:05:00,701
2020-01-03 11:10:00,1387
2020-01-03 11:15:00,254
2020-01-03 11:20:00,231
2020-01-03 11:25:00,190
2020-01-03 11:30:00,277
2020-01-03 11:35:00,1244
2020-01-03 11:40:00,833
2020-01-03 11:45:00,985
2020-01-03 11:50:00,1420
2020-01-03 11:55:00,1208
2020-01-03 12:00:00,2075
2020-01-03 12:05:00,774
2020-01-03 12:10:00,2073
2020-01-03 12:15:00,514
2020-01-03 12:20:00,1250
2020-01-03 12:25:00,1748
2020-01-03 12:30:00,755
2020-01-03 12:35:00,920
2020-01-03 12:40:00,1636
2020-01-03 12:45:00,1492
2020-01-03 12:50:00,916
2020-01-03 12:55:00,590
2020-01-03 13:00:00,2435
2020-01-03 13:05:00,2690
2020-01-03 13:10:00,1040
2020-01-03 13:15:00,592
2020-01-03 13:20:00,648
2020-01-03 13:25:00,738
2020-01-03 13:30:00,1245
2020-01-03 13:35:00,1013
2020-01-03 13:40:00,2162
2020-01-03 13:45:00,313
2020-01-03 13:50:00,804
2020-01-03 13:55:00,754
2020-01-03 14:00:00,521
2020-01-03 14:05:00,2703
2020-01-03 14:10:00,527
2020-01-03 14:15:00,1893
2020-01-03 14:20:00,649
2020-01-03 14:25:00,1597
2020-01-03 14:30:00,1114
2020-01-03 14:35:00,1961
2020-01-03 14:40:00,1682
2020-01-03 14:45:00,1709
2020-01-03 14:50:00,676
2020-01-03 14:55:00,1155
2020-01-03 15:00:00,771
2020-01-03 15:05:00,1894
2020-01-03 15:10:00,965
2020-01-03 15:15:00,1333
2020-01-03 15:20:00,1635
2020-01-03 15:25:00,811
2020-01-03 15:30:00,1087
2020-01-03 15:35:00,1200
2020-01-03 15:40:00,820
2020-01-03 15:45:00,1236
2020-01-03 15:50:00,2441
2020-01-03 15:55:00,2969
2020-01-03 16:00:00,828
2020-01-03 16:05:00,413
2020-01-03 16:10:00,2774
2020-01-03 16:15:00,1043
2020-01-03 16:20:00,2996
2020-01-03 16:25:00,1125
2020-01-03 16:30:00,512
2020-01-03 16:35:00,1583
2020-01-03 16:40:00,2618
2020-01-03 16:45:00,2396
2020-01-03 16:50:00,3067
2020-01-03 16:55:00,1651
2020-01-03 17:00:00,2970
2020-01-03 17:05:00,2273
2020-01-03 17:10:00,1171
2020-01-03 17:15:00,3235
2020-01-03 17:20:00,521
2020-01-03 17:25:00,1054
2020-01-03 17:30:00,1090
2020-01-03 17:35:00,758
2020-01-03 17:40:00,485
2020-01-03 17:45:00,578
2020-01-03 17:50:00,3003
2020-01-03 17:55:00,2204
2020-01-03 18:00:00,3551
2020-01-03 18:05:00,729
2020-01-03 18:10:00,1852
2020-01-03 18:15:00,600
2020-01-03 18:20:00,2911
2020-01-03 18:25:00,1436
2020-01-03 18:30:00,1524
2020-01-03 18:35:00,2395
2020-01-03 18:40:00,2737
2020-01-03 18:45:00,3019
2020-01-03 18:50:00,678
2020-01-03 18:55:00,1633
2020-01-03 19:00:00,1413
2020-01-03 19:05:00,3573
2020-01-03 19:10:00,1587
2020-01-03 19:15:00,2040
2020-01-03 19:20:00,1633
2020-01-03 19:25:00,1119
2020-01-03 19:30:00,1154
2020-01-03 19:35:00,4167
2020-01-03 19:40:00,1558
2020-01-03 19:45:00,1946
2020-01-03 19:50:00,3546
2020-01-03 19:55:00,2179
2020-01-03 20:00:00,1373
2020-01-03 20:05:00,469
2020-01-03 20:10:00,1729
2020-01-03 20:15:00,2180
2020-01-03 20:20:00,1812
2020-01-03 20:25:00,657
2020-01-03 20:30:00,1093
2020-01-03 20:35:00,1387
2020-01-03 20:40:00,2689
2020-01-03 20:45:00,711
2020-01-03 20:50:00,4047
2020-01-03 20:55:00,2784
2020-01-03 21:00:00,1529
2020-01-03 21:05:00,548
2020-01-03 21:10:00,3588
2020-01-03 21:15:00,891
2020-01-03 21:20:00,4485
2020-01-03 21:25:00,1717
2020-01-03 21:30:00,2867
2020-01-03 21:35:00,3571
2020-01-03 21:40:00,512
2020-01-03 21:45:00,654
2020-01-03 21:50:00,2403
2020-01-03 21:55:00,2337
2020-01-03 22:00:00,1129
2020-01-03 22:05:00,3358
2020-01-03 22:10:00,2659
2020-01-03 22:15:00,3234
2020-01-03 22:20:00,3136
2020-01-03 22:25:00,2811
2020-01-03 22:30:00,966
2020-01-03 22:35:00,1884
2020-01-03 22:40:00,3426
2020-01-03 22:45:00,2980
2020-01-03 22:50:00,2012
2020-01-03 22:55:00,2162
2020-01-03 23:00:00,316
2020-01-03 23:05:00,2642
2020-01-03 23:10:00,736
2020-01-03 23:15:00,2978
2020-01-03 23:20:00,3189
2020-01-03 23:25:00,2231
2020-01-03 23:30:00,502
2020-01-03 23:35:00,557
2020-01-03 23:40:00,2440
2020-01-03 23:45:00,1287
2020-01-03 23:50:00,1597
2020-01-03 23:55:00,1751
2020-01-04 00:00:00,192
2020-01-04 00:05:00,1059
2020-01-04 00:10:00,357
2020-01-04 00:15:00,518
2020-01-04 00:20:00,147
2020-01-04 00:25:00,828
2020-01-04 00:30:00,1064
2020-01-04 00:35:00,350
2020-01-04 00:40:00,1476
2020-01-04 00:45:00,244
2020-01-04 00:50:00,767
2020-01-04 00:55:00,588
2020-01-04 01:00:00,295
2020-01-04 01:05:00,1056
2020-01-04 01:10:00,1187
2020-01-04 01:15:00,125
2020-01-04 01:20:00,606
2020-01-04 01:25:00,812
2020-01-04 01:30:00,843
2020-01-04 01:35:00,705
2020-01-04 01:40:00,1204
2020-01-04 01:45:00,539
2020-01-04 01:50:00,910
2020-01-04 01:55:00,738
2020-01-04 02:00:00,1093
2020-01-04 02:05:00,723
2020-01-04 02:10:00,668
2020-01-04 02:15:00,701
2020-01-04 02:20:00,170
2020-01-04 02:25:00,940
2020-01-04 02:30:00,835
2020-01-04 02:35:00,176
2020-01-04 02:40:00,341
2020-01-04 02:45:00,1081
2020-01-04 02:50:00,786
2020-01-04 02:55:00,779
2020-01-04 03:00:00,436
2020-01-04 03:05:00,666
2020-01-04 03:10:00,246
2020-01-04 03:15:00,195
2020-01-04 03:20:00,412
