Transaction_ID,Date,Store,Product,Quantity,Unit_Price,Discount_Percent,Total_Amount,Payment_Method,Customer_Age,Customer_Gender
TXN_000235,2023-02-17,Store_B,Mouse,8,697.43,25,4184.55,Wallet,38,Male
TXN_000236,2023-09-18,Store_D,Speaker,5,3157.07,0,15785.37,Credit Card,37,Male
TXN_000237,2023-03-07,Store_D,Phone,1,34565.29,5,32837.03,Wallet,20,Female
TXN_000238,2024-05-26,Store_A,Tablet,2,21323.52,10,38382.33,UPI,42,Male
TXN_000239,2024-12-08,Store_E,RAM,1,3731.7,25,2798.77,Net Banking,26,Male
TXN_000240,2023-05-26,Store_A,Monitor,7,22481.25,0,157368.78,Credit Card,43,Other
TXN_000241,2024-02-25,Store_A,Charger,8,461.5,0,3692.02,Wallet,37,Other
TXN_000242,2024-03-05,Store_B,RAM,5,3178.75,0,15893.73,Wallet,45,Male
TXN_000243,2024-04-15,Store_C,Phone,9,29729.09,15,227427.55,Cash,21,Female
TXN_000244,2024-12-05,Store_A,SSD,4,4031.82,15,13708.18,Debit Card,37,Male
TXN_000245,2024-06-23,Store_C,Tablet,6,25424.19,15,129663.39,Net Banking,41,Female
TXN_000246,2024-05-20,Store_C,RAM,6,3134.96,20,15047.79,Net Banking,28,Female
TXN_000247,2023-03-30,Store_C,Mouse,1,736.65,0,736.65,Net Banking,33,Other
TXN_000248,2024-12-17,Store_D,Router,5,2089.98,0,10449.92,Credit Card,28,Female
TXN_000249,2023-06-24,Store_E,Laptop,2,61318.84,5,116505.8,Net Banking,36,Other
TXN_000250,2023-07-26,Store_A,Tablet,1,25666.11,0,25666.11,Wallet,28,Male
TXN_000251,2024-06-12,Store_E,Printer,2,15938.28,10,28688.9,Credit Card,33,Other
TXN_000252,2023-06-09,Store_D,Router,8,2755.39,0,22043.08,Credit Card,34,Male
TXN_000253,2023-07-20,Store_E,Phone,9,29705.85,15,227249.76,UPI,14,Female
TXN_000254,2023-08-14,Store_A,Speaker,5,3186.53,0,15932.67,UPI,29,Female
TXN_000255,2024-08-24,Store_B,Cable,5,210.77,25,790.39,Cash,35,Male
TXN_000256,2023-12-09,Store_A,Router,7,2650.11,0,18550.77,Credit Card,30,Female
TXN_000257,2023-10-06,Store_E,Keyboard,6,1201.8,0,7210.8,Wallet,15,Male
TXN_000258,2023-04-02,Store_D,Router,3,2109.21,0,6327.63,Net Banking,35,Female
TXN_000259,2024-07-28,Store_B,Headphones,3,2123.99,15,5416.17,UPI,42,Male
TXN_000260,2024-02-25,Store_C,Keyboard,6,1184.71,0,7108.26,Wallet,26,Female
TXN_000261,2023-10-12,Store_A,Phone,6,30773.16,15,156943.12,Debit Card,38,Female
TXN_000262,2024-04-08,Store_A,Printer,4,14374.74,20,45999.18,Net Banking,21,Female
TXN_000263,2023-08-01,Store_C,RAM,1,2478.94,0,2478.94,Debit Card,40,Other
TXN_000264,2023-03-31,Store_A,Phone,1,27257.56,0,27257.56,Cash,37,Other
TXN_000265,2023-05-22,Store_C,Cable,8,182.66,0,1461.31,Credit Card,48,Other
TXN_000266,2024-02-02,Store_D,Printer,5,14994.68,0,74973.39,Debit Card,39,Other
TXN_000267,2024-04-23,Store_E,Charger,7,517.97,5,3444.5,Net Banking,29,Female
TXN_000268,2023-04-22,Store_D,Router,7,2295.56,5,15265.47,Credit Card,40,Female
TXN_000269,2023-08-18,Store_A,Monitor,9,19698.88,10,159560.97,Cash,27,Other
TXN_000270,2023-11-13,Store_D,Keyboard,6,1074.46,5,6124.43,Wallet,29,Male
TXN_000271,2023-07-09,Store_D,Laptop,8,52176.33,0,417410.66,Debit Card,40,Other
TXN_000272,2023-06-01,Store_B,Cable,5,191.16,0,955.81,Cash,48,Other
TXN_000273,2024-11-18,Store_A,Router,8,2022.97,0,16183.73,Cash,33,Female
TXN_000274,2024-04-17,Store_B,Keyboard,4,1236.68,0,4946.71,UPI,37,Female
TXN_000275,2024-08-01,Store_E,RAM,5,3072.24,20,12288.94,Net Banking,44,Male
TXN_000276,2024-11-30,Store_C,Cable,6,178.6,0,1071.62,UPI,17,Male
TXN_000277,2024-01-24,Store_A,SSD,8,3907.13,15,26568.5,Cash,52,Female
TXN_000278,2023-10-14,Store_D,Phone,6,35115.27,0,210691.6,Net Banking,34,Female
TXN_000279,2023-11-14,Store_D,Mouse,1,739.53,10,665.58,Cash,29,Female
TXN_000280,2023-03-15,Store_A,Speaker,6,3069.57,10,16575.67,UPI,40,Male
TXN_000281,2024-04-27,Store_C,Cable,1,203.53,0,203.53,Net Banking,42,Other
TXN_000282,2024-06-29,Store_A,Phone,9,31654.87,5,270649.14,Wallet,29,Female
TXN_000283,2023-07-13,Store_E,Mouse,2,861.96,10,1551.53,Wallet,23,Other
TXN_000284,2023-06-24,Store_C,Laptop,9,58236.32,10,471714.22,Cash,50,Other
TXN_000285,2024-03-13,Store_B,Camera,8,34882.6,0,279060.78,Net Banking,41,Male
TXN_000286,2024-04-27,Store_C,Camera,8,43667.16,0,349337.25,Wallet,48,Female
TXN_000287,2023-06-20,Store_E,Cable,4,220.58,0,882.3,Credit Card,19,Female
TXN_000288,2023-05-17,Store_C,RAM,7,3291.25,10,20734.9,UPI,37,Female
TXN_000289,2023-08-14,Store_E,Tablet,8,26465.07,5,201134.5,Cash,50,Female
TXN_000290,2023-08-18,Store_B,Tablet,7,21351.39,0,149459.73,Net Banking,12,Female
TXN_000291,2024-12-05,Store_A,Headphones,6,1912.98,0,11477.86,Credit Card,40,Other
TXN_000292,2024-08-30,Store_D,Keyboard,3,974.15,5,2776.32,Cash,29,Other
