Date,Watch time (hours)
2020-01-01 04:45:00,12197.5
2020-01-01 04:50:00,4875.72
2020-01-01 04:55:00,5539.75
2020-01-01 05:00:00,2931.91
2020-01-01 05:05:00,11545.49
2020-01-01 05:10:00,7948.44
2020-01-01 05:15:00,5440.64
2020-01-01 05:20:00,10440.47
2020-01-01 05:25:00,7690.57
2020-01-01 05:30:00,11461.07
2020-01-01 05:35:00,4832.11
2020-01-01 05:40:00,4501.75
2020-01-01 05:45:00,11279.51
2020-01-01 05:50:00,5460.9
2020-01-01 05:55:00,16759.49
2020-01-01 06:00:00,6940.0
2020-01-01 06:05:00,5291.0
2020-01-01 06:10:00,18145.58
2020-01-01 06:15:00,10125.84
2020-01-01 06:20:00,3532.85
2020-01-01 06:25:00,5173.32
2020-01-01 06:30:00,20180.71
2020-01-01 06:35:00,18572.81
2020-01-01 06:40:00,13484.13
2020-01-01 06:45:00,5187.39
2020-01-01 06:50:00,3477.22
2020-01-01 06:55:00,11276.36
2020-01-01 07:00:00,12208.94
2020-01-01 07:05:00,7989.27
2020-01-01 07:10:00,13450.45
2020-01-01 07:15:00,11086.7
2020-01-01 07:20:00,8925.37
2020-01-01 07:25:00,4776.11
2020-01-01 07:30:00,4745.97
2020-01-01 07:35:00,8914.62
2020-01-01 07:40:00,9184.05
2020-01-01 07:45:00,7384.45
2020-01-01 07:50:00,4193.48
2020-01-01 07:55:00,5362.06
2020-01-01 08:00:00,9591.42
2020-01-01 08:05:00,13404.39
2020-01-01 08:10:00,11455.67
2020-01-01 08:15:00,5217.88
2020-01-01 08:20:00,8724.95
2020-01-01 08:25:00,15659.14
2020-01-01 08:30:00,8635.56
2020-01-01 08:35:00,6147.11
2020-01-01 08:40:00,8059.47
2020-01-01 08:45:00,10264.09
2020-01-01 08:50:00,14077.25
2020-01-01 08:55:00,6813.03
2020-01-01 09:00:00,12229.05
2020-01-01 09:05:00,9469.4
2020-01-01 09:10:00,14687.06
2020-01-01 09:15:00,4666.33
2020-01-01 09:20:00,13033.51
2020-01-01 09:25:00,12450.67
2020-01-01 09:30:00,9278.35
2020-01-01 09:35:00,4996.23
2020-01-01 09:40:00,8153.1
2020-01-01 09:45:00,5217.21
2020-01-01 09:50:00,4587.15
2020-01-01 09:55:00,11192.47
2020-01-01 10:00:00,4367.76
2020-01-01 10:05:00,10737.18
2020-01-01 10:10:00,12802.61
2020-01-01 10:15:00,15053.91
2020-01-01 10:20:00,5266.67
2020-01-01 10:25:00,8236.71
2020-01-01 10:30:00,15956.55
2020-01-01 10:35:00,20177.64
2020-01-01 10:40:00,5779.18
2020-01-01 10:45:00,9906.97
2020-01-01 10:50:00,11200.14
2020-01-01 10:55:00,11934.32
2020-01-01 11:00:00,14782.59
2020-01-01 11:05:00,8613.07
2020-01-01 11:10:00,20323.77
2020-01-01 11:15:00,21911.49
2020-01-01 11:20:00,11495.65
2020-01-01 11:25:00,6710.16
2020-01-01 11:30:00,8254.91
2020-01-01 11:35:00,11265.48
2020-01-01 11:40:00,9773.3
2020-01-01 11:45:00,6979.58
2020-01-01 11:50:00,14659.65
2020-01-01 11:55:00,11188.56
2020-01-01 12:00:00,14552.2
2020-01-01 12:05:00,9921.59
2020-01-01 12:10:00,9710.1
2020-01-01 12:15:00,15337.63
2020-01-01 12:20:00,11836.81
2020-01-01 12:25:00,11228.04
2020-01-01 12:30:00,12489.55
2020-01-01 12:35:00,21686.07
2020-01-01 12:40:00,10008.79
2020-01-01 12:45:00,23484.47
2020-01-01 12:50:00,12913.15
2020-01-01 12:55:00,6948.39
2020-01-01 13:00:00,12118.75
2020-01-01 13:05:00,25394.44
2020-01-01 13:10:00,10909.23
2020-01-01 13:15:00,18596.48
2020-01-01 13:20:00,17158.81
2020-01-01 13:25:00,16128.3
2020-01-01 13:30:00,13195.17
2020-01-01 13:35:00,19827.42
2020-01-01 13:40:00,4636.19
2020-01-01 13:45:00,11357.14
2020-01-01 13:50:00,12399.1
2020-01-01 13:55:00,16898.92
2020-01-01 14:00:00,16444.23
2020-01-01 14:05:00,26399.07
2020-01-01 14:10:00,13043.32
2020-01-01 14:15:00,15469.59
2020-01-01 14:20:00,16943.33
2020-01-01 14:25:00,12705.83
2020-01-01 14:30:00,15369.79
2020-01-01 14:35:00,31787.1
2020-01-01 14:40:00,8163.03
2020-01-01 14:45:00,15456.69
2020-01-01 14:50:00,17271.21
2020-01-01 14:55:00,23622.37
2020-01-01 15:00:00,39386.17
2020-01-01 15:05:00,28506.94
2020-01-01 15:10:00,15296.87
2020-01-01 15:15:00,14677.1
2020-01-01 15:20:00,8584.95
2020-01-01 15:25:00,32873.14
2020-01-01 15:30:00,28415.89
2020-01-01 15:35:00,11367.78
2020-01-01 15:40:00,20092.24
2020-01-01 15:45:00,14525.15
2020-01-01 15:50:00,27844.41
2020-01-01 15:55:00,20141.52
2020-01-01 16:00:00,12340.97
2020-01-01 16:05:00,29494.81
2020-01-01 16:10:00,12787.38
2020-01-01 16:15:00,16293.87
2020-01-01 16:20:00,22939.45
2020-01-01 16:25:00,19697.14
2020-01-01 16:30:00,50138.34
2020-01-01 16:35:00,20935.58
2020-01-01 16:40:00,12689.35
2020-01-01 16:45:00,23843.26
2020-01-01 16:50:00,18133.25
2020-01-01 16:55:00,11920.73
2020-01-01 17:00:00,24913.14
2020-01-01 17:05:00,44286.87
2020-01-01 17:10:00,30665.49
2020-01-01 17:15:00,23140.15
2020-01-01 17:20:00,37552.52
2020-01-01 17:25:00,27307.93
2020-01-01 17:30:00,18090.38
2020-01-01 17:35:00,13148.9
2020-01-01 17:40:00,18920.48
2020-01-01 17:45:00,15721.2
2020-01-01 17:50:00,52292.34
2020-01-01 17:55:00,12328.72
2020-01-01 18:00:00,16256.13
2020-01-01 18:05:00,42481.62
2020-01-01 18:10:00,40722.38
2020-01-01 18:15:00,26335.86
2020-01-01 18:20:00,25773.58
2020-01-01 18:25:00,27266.0
2020-01-01 18:30:00,34668.17
2020-01-01 18:35:00,41388.03
2020-01-01 18:40:00,18387.85
2020-01-01 18:45:00,22643.85
2020-01-01 18:50:00,24257.26
2020-01-01 18:55:00,22824.17
2020-01-01 19:00:00,17901.72
2020-01-01 19:05:00,21708.07
2020-01-01 19:10:00,46581.65
2020-01-01 19:15:00,17001.49
2020-01-01 19:20:00,40116.35
2020-01-01 19:25:00,18625.83
2020-01-01 19:30:00,45622.66
2020-01-01 19:35:00,36463.54
2020-01-01 19:40:00,12122.11
2020-01-01 19:45:00,15620.99
2020-01-01 19:50:00,23354.63
2020-01-01 19:55:00,46183.78
2020-01-01 20:00:00,30149.34
2020-01-01 20:05:00,33079.33
2020-01-01 20:10:00,32554.79
2020-01-01 20:15:00,20856.05
2020-01-01 20:20:00,26379.61
2020-01-01 20:25:00,27710.27
2020-01-01 20:30:00,25711.88
2020-01-01 20:35:00,25385.51
2020-01-01 20:40:00,44826.57
2020-01-01 20:45:00,51659.11
2020-01-01 20:50:00,39759.74
2020-01-01 20:55:00,32222.49
2020-01-01 21:00:00,23066.68
2020-01-01 21:05:00,8849.7
2020-01-01 21:10:00,27374.9
2020-01-01 21:15:00,25055.2
2020-01-01 21:20:00,33877.09
2020-01-01 21:25:00,12695.7
2020-01-01 21:30:00,43034.3
2020-01-01 21:35:00,45589.42
2020-01-01 21:40:00,8990.11
2020-01-01 21:45:00,40723.25
2020-01-01 21:50:00,39017.51
2020-01-01 21:55:00,9625.64
2020-01-01 22:00:00,19551.02
2020-01-01 22:05:00,9281.35
2020-01-01 22:10:00,24205.62
2020-01-01 22:15:00,31481.71
2020-01-01 22:20:00,16162.64
2020-01-01 22:25:00,18889.36
2020-01-01 22:30:00,26077.18
2020-01-01 22:35:00,29760.32
2020-01-01 22:40:00,13123.43
2020-01-01 22:45:00,18573.5
2020-01-01 22:50:00,44557.47
2020-01-01 22:55:00,24210.83
2020-01-01 23:00:00,17570.92
2020-01-01 23:05:00,19112.2
2020-01-01 23:10:00,8985.7
2020-01-01 23:15:00,42486.82
2020-01-01 23:20:00,23449.91
2020-01-01 23:25:00,24812.08
2020-01-01 23:30:00,20935.74
2020-01-01 23:35:00,42540.73
2020-01-01 23:40:00,49685.4
2020-01-01 23:45:00,20291.2
2020-01-01 23:50:00,40063.82
2020-01-01 23:55:00,39667.12
2020-01-02 00:00:00,4129.95
2020-01-02 00:05:00,3784.01
2020-01-02 00:10:00,5980.98
2020-01-02 00:15:00,11455.04
2020-01-02 00:20:00,7659.77
2020-01-02 00:25:00,19894.07
2020-01-02 00:30:00,6880.52
2020-01-02 00:35:00,8410.89
2020-01-02 00:40:00,3982.34
2020-01-02 00:45:00,4921.48
2020-01-02 00:50:00,6431.7
2020-01-02 00:55:00,15010.14
2020-01-02 01:00:00,2935.12
2020-01-02 01:05:00,4296.03
2020-01-02 01:10:00,4306.96
2020-01-02 01:15:00,16391.92
2020-01-02 01:20:00,10778.04
2020-01-02 01:25:00,8332.5
2020-01-02 01:30:00,10812.5
2020-01-02 01:35:00,7361.31
2020-01-02 01:40:00,5656.21
2020-01-02 01:45:00,7354.92
2020-01-02 01:50:00,6654.57
2020-01-02 01:55:00,4241.26
2020-01-02 02:00:00,5622.49
2020-01-02 02:05:00,4172.09
2020-01-02 02:10:00,7125.38
2020-01-02 02:15:00,10675.19
2020-01-02 02:20:00,11458.25
2020-01-02 02:25:00,14387.27
2020-01-02 02:30:00,4477.1
2020-01-02 02:35:00,12252.12
2020-01-02 02:40:00,14814.98
2020-01-02 02:45:00,7713.78
2020-01-02 02:50:00,17753.49
2020-01-02 02:55:00,2729.17
2020-01-02 03:00:00,8757.78
2020-01-02 03:05:00,11999.87
2020-01-02 03:10:00,8084.36
2020-01-02 03:15:00,14786.22
2020-01-02 03:20:00,12502.86
2020-01-02 03:25:00,11685.02
2020-01-02 03:30:00,4843.38
2020-01-02 03:35:00,14007.74
2020-01-02 03:40:00,4650.15
2020-01-02 03:45:00,6641.52
2020-01-02 03:50:00,7095.23
2020-01-02 03:55:00,7388.02
2020-01-02 04:00:00,3567.09
2020-01-02 04:05:00,6555.35
2020-01-02 04:10:00,8278.82
2020-01-02 04:15:00,16314.63
2020-01-02 04:20:00,12617.19
2020-01-02 04:25:00,5713.13
2020-01-02 04:30:00,4363.87
2020-01-02 04:35:00,16704.75
2020-01-02 04:40:00,17716.81
2020-01-02 04:45:00,7696.42
2020-01-02 04:50:00,5982.07
2020-01-02 04:55:00,9406.12
2020-01-02 05:00:00,14804.08
2020-01-02 05:05:00,5298.27
2020-01-02 05:10:00,2550.92
2020-01-02 05:15:00,5122.35
2020-01-02 05:20:00,8465.91
2020-01-02 05:25:00,6592.78
2020-01-02 05:30:00,15634.17
2020-01-02 05:35:00,7463.63
2020-01-02 05:40:00,14558.3
2020-01-02 05:45:00,6696.81
2020-01-02 05:50:00,5856.19
2020-01-02 05:55:00,4451.25
2020-01-02 06:00:00,12778.1
2020-01-02 06:05:00,8399.38
2020-01-02 06:10:00,5091.9
2020-01-02 06:15:00,8699.77
2020-01-02 06:20:00,6254.42
2020-01-02 06:25:00,15425.68
2020-01-02 06:30:00,9391.3
2020-01-02 06:35:00,6108.63
2020-01-02 06:40:00,9893.23
2020-01-02 06:45:00,8565.55
2020-01-02 06:50:00,8028.67
2020-01-02 06:55:00,7764.07
2020-01-02 07:00:00,8475.9
2020-01-02 07:05:00,12188.55
2020-01-02 07:10:00,12593.96
2020-01-02 07:15:00,8452.26
2020-01-02 07:20:00,7597.99
2020-01-02 07:25:00,3742.23
2020-01-02 07:30:00,3318.29
2020-01-02 07:35:00,5481.98
2020-01-02 07:40:00,6201.63
2020-01-02 07:45:00,6613.18
2020-01-02 07:50:00,17360.56
2020-01-02 07:55:00,8528.73
2020-01-02 08:00:00,13056.72
2020-01-02 08:05:00,8734.2
2020-01-02 08:10:00,6719.82
2020-01-02 08:15:00,19181.39
2020-01-02 08:20:00,6212.2
2020-01-02 08:25:00,10897.58
2020-01-02 08:30:00,7856.03
2020-01-02 08:35:00,13845.88
2020-01-02 08:40:00,12448.01
2020-01-02 08:45:00,17296.17
2020-01-02 08:50:00,5141.84
2020-01-02 08:55:00,10506.87
2020-01-02 09:00:00,11852.9
2020-01-02 09:05:00,16318.81
2020-01-02 09:10:00,10841.3
2020-01-02 09:15:00,8458.48
2020-01-02 09:20:00,11591.05
2020-01-02 09:25:00,14130.19
2020-01-02 09:30:00,12789.98
2020-01-02 09:35:00,4609.85
2020-01-02 09:40:00,9148.22
2020-01-02 09:45:00,13526.4
2020-01-02 09:50:00,7271.8
2020-01-02 09:55:00,4390.27
2020-01-02 10:00:00,12904.42
2020-01-02 10:05:00,8360.88
2020-01-02 10:10:00,7925.29
2020-01-02 10:15:00,7491.71
2020-01-02 10:20:00,10944.4
2020-01-02 10:25:00,12845.36
2020-01-02 10:30:00,11475.54
2020-01-02 10:35:00,19223.7
2020-01-02 10:40:00,14292.56
2020-01-02 10:45:00,11692.33
2020-01-02 10:50:00,5350.56
2020-01-02 10:55:00,4348.97
2020-01-02 11:00:00,7500.82
2020-01-02 11:05:00,8674.92
2020-01-02 11:10:00,12105.64
2020-01-02 11:15:00,10163.01
2020-01-02 11:20:00,8016.28
2020-01-02 11:25:00,17171.24
2020-01-02 11:30:00,6348.79
2020-01-02 11:35:00,25833.69
2020-01-02 11:40:00,4889.42
2020-01-02 11:45:00,6789.76
2020-01-02 11:50:00,6174.69
2020-01-02 11:55:00,19774.88
2020-01-02 12:00:00,15544.49
2020-01-02 12:05:00,11441.23
2020-01-02 12:10:00,18187.99
2020-01-02 12:15:00,12602.59
2020-01-02 12:20:00,3574.18
2020-01-02 12:25:00,11189.43
2020-01-02 12:30:00,18431.71
2020-01-02 12:35:00,20602.28
2020-01-02 12:40:00,13615.21
2020-01-02 12:45:00,18310.61
2020-01-02 12:50:00,9096.75
2020-01-02 12:55:00,12738.34
2020-01-02 13:00:00,16571.08
2020-01-02 13:05:00,7643.64
2020-01-02 13:10:00,15874.12
2020-01-02 13:15:00,14716.0
2020-01-02 13:20:00,8400.5
2020-01-02 13:25:00,15654.91
2020-01-02 13:30:00,12962.47
2020-01-02 13:35:00,15660.42
2020-01-02 13:40:00,22755.5
2020-01-02 13:45:00,7025.41
2020-01-02 13:50:00,11903.43
2020-01-02 13:55:00,19080.73
2020-01-02 14:00:00,32826.1
2020-01-02 14:05:00,24663.82
2020-01-02 14:10:00,26943.59
2020-01-02 14:15:00,15111.87
2020-01-02 14:20:00,19996.78
2020-01-02 14:25:00,9747.16
2020-01-02 14:30:00,33737.08
2020-01-02 14:35:00,15073.4
2020-01-02 14:40:00,35260.78
2020-01-02 14:45:00,27678.53
2020-01-02 14:50:00,17938.35
2020-01-02 14:55:00,15748.84
2020-01-02 15:00:00,45694.13
2020-01-02 15:05:00,25347.01
2020-01-02 15:10:00,43362.2
2020-01-02 15:15:00,15211.2
2020-01-02 15:20:00,13687.46
2020-01-02 15:25:00,15662.12
2020-01-02 15:30:00,22176.58
2020-01-02 15:35:00,32590.01
2020-01-02 15:40:00,35488.92
2020-01-02 15:45:00,21826.88
2020-01-02 15:50:00,14014.78
2020-01-02 15:55:00,19584.78
2020-01-02 16:00:00,24854.47
2020-01-02 16:05:00,9312.34
2020-01-02 16:10:00,12434.44
2020-01-02 16:15:00,20319.04
2020-01-02 16:20:00,51159.6
2020-01-02 16:25:00,31626.15
2020-01-02 16:30:00,26304.62
2020-01-02 16:35:00,14072.38
2020-01-02 16:40:00,10411.09
2020-01-02 16:45:00,23261.58
2020-01-02 16:50:00,11299.74
2020-01-02 16:55:00,17194.94
2020-01-02 17:00:00,31420.9
2020-01-02 17:05:00,36227.37
2020-01-02 17:10:00,16347.56
2020-01-02 17:15:00,17661.45
2020-01-02 17:20:00,15224.87
2020-01-02 17:25:00,44676.7
2020-01-02 17:30:00,23022.56
2020-01-02 17:35:00,29829.85
2020-01-02 17:40:00,32522.85
2020-01-02 17:45:00,18203.38
2020-01-02 17:50:00,12054.16
2020-01-02 17:55:00,37849.81
2020-01-02 18:00:00,16974.87
2020-01-02 18:05:00,29175.86
2020-01-02 18:10:00,12519.49
2020-01-02 18:15:00,22503.57
2020-01-02 18:20:00,10881.61
2020-01-02 18:25:00,33526.64
2020-01-02 18:30:00,24721.6
2020-01-02 18:35:00,49413.86
2020-01-02 18:40:00,39108.61
2020-01-02 18:45:00,40545.44
2020-01-02 18:50:00,48343.06
2020-01-02 18:55:00,20829.58
2020-01-02 19:00:00,41018.44
2020-01-02 19:05:00,14902.21
2020-01-02 19:10:00,40932.36
2020-01-02 19:15:00,32960.35
2020-01-02 19:20:00,44587.4
2020-01-02 19:25:00,16120.11
2020-01-02 19:30:00,16357.19
2020-01-02 19:35:00,31716.04
2020-01-02 19:40:00,24953.06
2020-01-02 19:45:00,46147.8
2020-01-02 19:50:00,35212.12
2020-01-02 19:55:00,22618.78
2020-01-02 20:00:00,27031.12
2020-01-02 20:05:00,11765.19
2020-01-02 20:10:00,12512.89
2020-01-02 20:15:00,44240.24
2020-01-02 20:20:00,18778.07
2020-01-02 20:25:00,29154.86
2020-01-02 20:30:00,17278.84
2020-01-02 20:35:00,36390.8
2020-01-02 20:40:00,36446.64
2020-01-02 20:45:00,28087.27
2020-01-02 20:50:00,45933.36
2020-01-02 20:55:00,39822.56
2020-01-02 21:00:00,28658.37
2020-01-02 21:05:00,44962.42
2020-01-02 21:10:00,29229.58
2020-01-02 21:15:00,21084.8
2020-01-02 21:20:00,34039.61
2020-01-02 21:25:00,12701.13
2020-01-02 21:30:00,22025.73
2020-01-02 21:35:00,40045.69
2020-01-02 21:40:00,16287.7
2020-01-02 21:45:00,11027.35
2020-01-02 21:50:00,14711.33
2020-01-02 21:55:00,44588.15
2020-01-02 22:00:00,20888.01
2020-01-02 22:05:00,20043.95
2020-01-02 22:10:00,23748.81
2020-01-02 22:15:00,24722.91
2020-01-02 22:20:00,22601.33
2020-01-02 22:25:00,22831.35
2020-01-02 22:30:00,16659.64
2020-01-02 22:35:00,26101.11
2020-01-02 22:40:00,19194.01
2020-01-02 22:45:00,29702.79
2020-01-02 22:50:00,59142.7
2020-01-02 22:55:00,34260.13
2020-01-02 23:00:00,52550.39
2020-01-02 23:05:00,19938.31
2020-01-02 23:10:00,18668.15
2020-01-02 23:15:00,21203.59
2020-01-02 23:20:00,39839.95
2020-01-02 23:25:00,7038.62
2020-01-02 23:30:00,43918.38
2020-01-02 23:35:00,10305.74
2020-01-02 23:40:00,35173.92
2020-01-02 23:45:00,22988.85
2020-01-02 23:50:00,20405.0
2020-01-02 23:55:00,28078.91
2020-01-03 00:00:00,11849.06
2020-01-03 00:05:00,11395.87
2020-01-03 00:10:00,9653.93
2020-01-03 00:15:00,2342.23
2020-01-03 00:20:00,8220.27
2020-01-03 00:25:00,4420.58
2020-01-03 00:30:00,6944.19
2020-01-03 00:35:00,6491.11
2020-01-03 00:40:00,5356.27
2020-01-03 00:45:00,16913.24
2020-01-03 00:50:00,11518.43
2020-01-03 00:55:00,11752.66
2020-01-03 01:00:00,5187.65
2020-01-03 01:05:00,5861.55
2020-01-03 01:10:00,15078.92
2020-01-03 01:15:00,7764.09
2020-01-03 01:20:00,15493.22
2020-01-03 01:25:00,13921.02
2020-01-03 01:30:00,8444.79
2020-01-03 01:35:00,8667.75
2020-01-03 01:40:00,3627.64
2020-01-03 01:45:00,8692.14
2020-01-03 01:50:00,11758.37
2020-01-03 01:55:00,4797.38
2020-01-03 02:00:00,16446.34
2020-01-03 02:05:00,5020.76
2020-01-03 02:10:00,16083.05
2020-01-03 02:15:00,2522.75
2020-01-03 02:20:00,6958.77
2020-01-03 02:25:00,6678.93
2020-01-03 02:30:00,8422.22
2020-01-03 02:35:00,12471.36
2020-01-03 02:40:00,3938.24
2020-01-03 02:45:00,9733.36
2020-01-03 02:50:00,3032.26
2020-01-03 02:55:00,9372.98
2020-01-03 03:00:00,8739.11
2020-01-03 03:05:00,8076.56
2020-01-03 03:10:00,9687.05
2020-01-03 03:15:00,15654.35
2020-01-03 03:20:00,12544.84
2020-01-03 03:25:00,7010.06
2020-01-03 03:30:00,9248.62
2020-01-03 03:35:00,16984.84
2020-01-03 03:40:00,7969.24
2020-01-03 03:45:00,12368.26
2020-01-03 03:50:00,10802.8
2020-01-03 03:55:00,13752.33
2020-01-03 04:00:00,9280.62
2020-01-03 04:05:00,3718.66
2020-01-03 04:10:00,3958.73
2020-01-03 04:15:00,6944.36
2020-01-03 04:20:00,7213.76
2020-01-03 04:25:00,3233.47
2020-01-03 04:30:00,4957.17
2020-01-03 04:35:00,4010.09
2020-01-03 04:40:00,2299.84
2020-01-03 04:45:00,9191.54
2020-01-03 04:50:00,9599.07
2020-01-03 04:55:00,9001.5
2020-01-03 05:00:00,4146.99
2020-01-03 05:05:00,7298.09
2020-01-03 05:10:00,7092.89
2020-01-03 05:15:00,11098.36
2020-01-03 05:20:00,7892.84
2020-01-03 05:25:00,9142.83
2020-01-03 05:30:00,8526.16
2020-01-03 05:35:00,11720.55
2020-01-03 05:40:00,3834.02
2020-01-03 05:45:00,5540.7
2020-01-03 05:50:00,5027.56
2020-01-03 05:55:00,6938.3
2020-01-03 06:00:00,5417.77
2020-01-03 06:05:00,3718.65
2020-01-03 06:10:00,9148.99
2020-01-03 06:15:00,16065.65
2020-01-03 06:20:00,12052.19
2020-01-03 06:25:00,9150.47
2020-01-03 06:30:00,7465.43
2020-01-03 06:35:00,9332.22
2020-01-03 06:40:00,2806.32
2020-01-03 06:45:00,6192.04
2020-01-03 06:50:00,18100.33
2020-01-03 06:55:00,6493.84
2020-01-03 07:00:00,5247.22
2020-01-03 07:05:00,6394.82
2020-01-03 07:10:00,4685.07
2020-01-03 07:15:00,11984.85
2020-01-03 07:20:00,8206.23
2020-01-03 07:25:00,13835.11
2020-01-03 07:30:00,14770.54
2020-01-03 07:35:00,5021.67
2020-01-03 07:40:00,8082.29
2020-01-03 07:45:00,8093.7
2020-01-03 07:50:00,7665.49
2020-01-03 07:55:00,16884.09
2020-01-03 08:00:00,7557.0
2020-01-03 08:05:00,8562.62
2020-01-03 08:10:00,7009.96
2020-01-03 08:15:00,9170.49
2020-01-03 08:20:00,6693.16
2020-01-03 08:25:00,16530.32
2020-01-03 08:30:00,8527.9
2020-01-03 08:35:00,10709.89
2020-01-03 08:40:00,16368.0
2020-01-03 08:45:00,6185.06
2020-01-03 08:50:00,10379.42
2020-01-03 08:55:00,14174.08
2020-01-03 09:00:00,4389.24
2020-01-03 09:05:00,11335.98
2020-01-03 09:10:00,9389.72
2020-01-03 09:15:00,17019.17
2020-01-03 09:20:00,4851.08
2020-01-03 09:25:00,4709.71
2020-01-03 09:30:00,9504.19
2020-01-03 09:35:00,8329.77
2020-01-03 09:40:00,5585.47
2020-01-03 09:45:00,10291.3
2020-01-03 09:50:00,15514.76
2020-01-03 09:55:00,11360.15
2020-01-03 10:00:00,5580.58
2020-01-03 10:05:00,8296.28
2020-01-03 10:10:00,10132.69
2020-01-03 10:15:00,7959.33
2020-01-03 10:20:00,5371.7
2020-01-03 10:25:00,11857.85
2020-01-03 10:30:00,23500.57
2020-01-03 10:35:00,3698.04
2020-01-03 10:40:00,24521.14
2020-01-03 10:45:00,17184.55
2020-01-03 10:50:00,13238.57
2020-01-03 10:55:00,7056.8
2020-01-03 11:00:00,14236.04
2020-01-03 11:05:00,6641.69
2020-01-03 11:10:00,12937.19
2020-01-03 11:15:00,8729.61
2020-01-03 11:20:00,15586.73
2020-01-03 11:25:00,13546.19
2020-01-03 11:30:00,6104.5
2020-01-03 11:35:00,8965.22
2020-01-03 11:40:00,6148.17
2020-01-03 11:45:00,9573.96
2020-01-03 11:50:00,16021.74
2020-01-03 11:55:00,16466.85
2020-01-03 12:00:00,20406.68
2020-01-03 12:05:00,10760.35
2020-01-03 12:10:00,10513.18
2020-01-03 12:15:00,10447.42
2020-01-03 12:20:00,7474.82
2020-01-03 12:25:00,29254.14
2020-01-03 12:30:00,17550.56
2020-01-03 12:35:00,22483.06
2020-01-03 12:40:00,18804.21
2020-01-03 12:45:00,21639.29
2020-01-03 12:50:00,8291.18
2020-01-03 12:55:00,11031.54
2020-01-03 13:00:00,11101.22
2020-01-03 13:05:00,22552.7
2020-01-03 13:10:00,13193.4
2020-01-03 13:15:00,10593.24
2020-01-03 13:20:00,18707.19
2020-01-03 13:25:00,22426.44
2020-01-03 13:30:00,8340.22
2020-01-03 13:35:00,20986.42
2020-01-03 13:40:00,10864.74
2020-01-03 13:45:00,6367.97
2020-01-03 13:50:00,10691.51
2020-01-03 13:55:00,13829.6
2020-01-03 14:00:00,30960.22
2020-01-03 14:05:00,14468.63
2020-01-03 14:10:00,19350.13
2020-01-03 14:15:00,30636.16
2020-01-03 14:20:00,13062.07
2020-01-03 14:25:00,19958.41
2020-01-03 14:30:00,11303.42
2020-01-03 14:35:00,25659.74
2020-01-03 14:40:00,33136.14
2020-01-03 14:45:00,31545.52
2020-01-03 14:50:00,12833.76
2020-01-03 14:55:00,7101.85
2020-01-03 15:00:00,13236.7
2020-01-03 15:05:00,17664.15
2020-01-03 15:10:00,11693.88
2020-01-03 15:15:00,7785.66
2020-01-03 15:20:00,22741.28
2020-01-03 15:25:00,17938.97
2020-01-03 15:30:00,11871.07
2020-01-03 15:35:00,16693.03
2020-01-03 15:40:00,10813.3
2020-01-03 15:45:00,18515.05
2020-01-03 15:50:00,37468.13
2020-01-03 15:55:00,26829.66
2020-01-03 16:00:00,17465.43
2020-01-03 16:05:00,11682.27
2020-01-03 16:10:00,23796.45
2020-01-03 16:15:00,17962.71
2020-01-03 16:20:00,31895.91
2020-01-03 16:25:00,13145.11
2020-01-03 16:30:00,20209.14
2020-01-03 16:35:00,16227.64
